,Date/Time,AIR LOOP DEMAND SIDE INLET 1:System Node Temperature [C](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Mass Flow Rate [kg/s](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Current Density Volume Flow Rate [m3/s](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Temperature [C](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Mass Flow Rate [kg/s](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly)
8269, 12/11  14:00:00,14.221169383079143,18.9442075938461,0.0038917633533978,15.870976895310683,15.6128074912031,14.221169383079143,18.9442075938461,0.0038917633533978,15.870976895310683
8270, 12/11  15:00:00,14.61554665313566,18.9442075938461,0.0038592152054421,15.870976895310683,15.621785705756642,14.61554665313566,18.9442075938461,0.0038592152054421,15.870976895310683
8271, 12/11  16:00:00,14.815446635886168,18.9442075938461,0.0039091684837644,15.870976895310683,15.630008121348508,14.815446635886168,18.9442075938461,0.0039091684837644,15.870976895310683
8272, 12/11  17:00:00,14.82712670804657,18.9442075938461,0.0040007505198959,15.870976895310683,15.621307162284747,14.82712670804657,18.9442075938461,0.0040007505198959,15.870976895310683
8273, 12/11  18:00:00,14.321445467457853,18.9442075938461,0.0040040351057576,15.870976895310688,15.590094228022089,14.321445467457853,18.9442075938461,0.0040040351057576,15.870976895310688
8274, 12/11  19:00:00,13.97920595483962,18.9442075938461,0.0040444198787775,15.870976895310683,15.560972751105508,13.97920595483962,18.9442075938461,0.0040444198787775,15.870976895310683
8275, 12/11  20:00:00,13.58700951310655,18.9442075938461,0.0041635814147504,15.870976895310683,15.538826489566581,13.58700951310655,18.9442075938461,0.0041635814147504,15.870976895310683
8276, 12/11  21:00:00,13.061651487751796,18.9442075938461,0.0041297039067681,15.870976895310683,15.50951792250323,13.061651487751796,18.9442075938461,0.0041297039067681,15.870976895310683
8277, 12/11  22:00:00,12.696097548785456,18.9442075938461,0.0040554871057335,15.870976895310683,15.476382321703934,12.696097548785456,18.9442075938461,0.0040554871057335,15.870976895310683
8278, 12/11  23:00:00,12.313584038636437,18.9442075938461,0.0039987034819303,15.870976895310683,15.450446768605442,12.313584038636437,18.9442075938461,0.0039987034819303,15.870976895310683
